Timestamp,Type,Client_Identifier,Question_Value,Max_Time_Allowed
2023-09-13 21:37:49,augment,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12589931640625,9.8
2023-09-13 21:37:49,answer1+,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8167466796875,9.8
2023-09-13 21:37:56,answer1+,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.8156013671875,9.8
2023-09-13 21:37:57,followup1+,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.695384375,9.8
2023-09-13 21:37:59,answer1+,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.33854609375,9.8
2023-09-13 21:38:01,followup1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.1754625,9.8
2023-09-13 21:38:03,answer1+,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.76562265625,9.8
2023-09-13 21:38:06,answer0,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.0266646484375,9.8
2023-09-13 21:38:08,followup1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42909375,9.8
2023-09-13 21:38:09,answer0,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.027361328125,9.8
2023-09-13 21:38:11,answer1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.1430119140625,9.8
2023-09-13 21:38:12,augment,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.282190625,9.8
2023-09-13 21:38:14,augment,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.192886328125,9.8
2023-09-13 21:38:16,followup1+,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.08443671875,9.8
2023-09-13 21:38:28,followup1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.2554185546875,9.8
2023-09-13 21:38:29,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.23272109375,9.8
2023-09-13 21:38:31,answer1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42909375,9.8
2023-09-13 21:38:39,augment,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.11467724609375,9.8
2023-09-13 21:38:41,followup1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.2895345703125,9.8
2023-09-13 21:38:44,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.23272109375,9.8
2023-09-13 21:38:45,followup1+,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.695432421875,9.8
2023-09-13 21:38:52,answer1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.25543134765625,9.8
2023-09-13 21:38:59,answer0,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.192886328125,9.8
2023-09-13 21:39:05,answer1+,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.695384375,9.8
2023-09-13 21:39:07,followup1+,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.0266646484375,9.8
2023-09-13 21:39:09,answer1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.8
2023-09-13 21:39:17,followup1+,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,15.6480890625,9.8
2023-09-13 21:39:20,answer1+,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.555428515625,9.8
2023-09-13 21:39:22,answer1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:39:25,answer0,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8168267578125,9.8
2023-09-13 21:39:26,answer0,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12589931640625,9.8
2023-09-13 21:39:29,followup1+,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.027361328125,9.8
2023-09-13 21:39:32,followup1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:39:35,answer1+,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,15.6482375,9.8
2023-09-13 21:39:35,augment,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.25543134765625,9.8
2023-09-13 21:39:37,followup0,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.8
2023-09-13 21:39:39,answer1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.143023046875,9.8
2023-09-13 21:39:44,answer1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56499296875,9.8
2023-09-13 21:39:56,followup1+,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.2822037109375,9.8
2023-09-13 21:40:03,answer1+,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12591064453125,9.8
2023-09-13 21:40:13,followup1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56499296875,9.8
2023-09-13 21:40:17,followup0,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.25543134765625,9.8
2023-09-13 21:40:18,answer1+,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.815630078125,9.8
2023-09-13 21:40:22,followup0,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:40:27,followup1+,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12591064453125,9.8
2023-09-13 21:40:31,followup1+,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.02740234375,9.8
2023-09-13 21:40:34,answer0,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.25543134765625,9.8
2023-09-13 21:40:44,followup1+,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.2822037109375,9.8
2023-09-13 21:40:45,augment,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,44.28433125,9.8
2023-09-13 21:40:48,followup1+,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.815630078125,9.8
2023-09-13 21:40:48,answer1+,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12591064453125,9.8
2023-09-13 21:40:49,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:40:53,answer0,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.8
2023-09-13 21:41:00,followup1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:41:03,answer1+,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6725578125,9.8
2023-09-13 21:41:07,answer1+,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.1929095703125,9.8
2023-09-13 21:41:07,answer1+,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,15.6482375,9.8
2023-09-13 21:41:09,answer1+,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,23.257221875,9.8
2023-09-13 21:41:27,followup1+,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6725578125,9.8
2023-09-13 21:41:28,answer1+,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.11468857421875,9.8
2023-09-13 21:41:28,answer0,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.084478125,9.8
2023-09-13 21:41:30,augment,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,15.6482375,9.8
2023-09-13 21:41:31,answer1+,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.33855966796875,9.8
2023-09-13 21:41:31,augment,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.02740234375,9.8
2023-09-13 21:41:32,answer0,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.17566875,9.8
2023-09-13 21:41:34,followup1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:41:35,followup1+,5HNQURvmjjYhTSksi8Wfsw676b4owGwfLR2BFAQzG7H3HhYf,8.3876625,9.8
2023-09-13 21:41:35,answer1+,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12591064453125,9.8
2023-09-13 21:41:42,followup0,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.555464453125,9.8
2023-09-13 21:41:42,followup1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,44.28433125,9.8
2023-09-13 21:41:50,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:41:50,followup1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.143023046875,9.8
2023-09-13 21:41:54,answer1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:41:54,answer1+,5HNQURvmjjYhTSksi8Wfsw676b4owGwfLR2BFAQzG7H3HhYf,8.3876625,9.8
2023-09-13 21:42:05,augment,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.11468857421875,9.8
2023-09-13 21:42:06,augment,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:42:08,augment,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.02740234375,9.8
2023-09-13 21:42:22,followup0,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.2822037109375,9.8
2023-09-13 21:42:26,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:42:26,augment,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.02740234375,9.8
2023-09-13 21:42:28,followup0,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:42:36,augment,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.33855966796875,9.8
2023-09-13 21:42:36,followup1+,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.555464453125,9.8
2023-09-13 21:42:41,followup1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.17566875,9.8
2023-09-13 21:42:50,augment,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.11468857421875,9.8
2023-09-13 21:42:54,answer0,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8168267578125,9.8
2023-09-13 21:42:55,augment,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.815630078125,9.8
2023-09-13 21:43:01,answer1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.143023046875,9.8
2023-09-13 21:43:02,augment,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:43:03,followup1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:43:06,answer1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.17566875,9.8
2023-09-13 21:43:06,followup1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56499296875,9.8
2023-09-13 21:43:08,followup1+,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.084478125,9.8
2023-09-13 21:43:10,answer0,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6725578125,9.8
2023-09-13 21:43:17,followup0,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.8
2023-09-13 21:43:20,answer1+,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.2822037109375,9.8
2023-09-13 21:43:28,answer1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56499296875,9.8
2023-09-13 21:43:29,followup0,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:43:32,followup1+,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.02667509765625,9.8
2023-09-13 21:43:34,answer0,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.33855966796875,9.8
2023-09-13 21:43:34,followup1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,44.28433125,9.8
2023-09-13 21:43:34,augment,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.11468857421875,9.8
2023-09-13 21:43:37,followup0,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.815630078125,9.8
2023-09-13 21:43:46,augment,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.25543134765625,9.8
2023-09-13 21:43:53,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:43:54,followup1+,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12591064453125,9.8
2023-09-13 21:43:54,followup1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:43:59,answer1+,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6725578125,9.8
2023-09-13 21:44:00,answer1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:44:03,answer1+,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.555464453125,9.8
2023-09-13 21:44:05,augment,5Dz8ShM6rtPw1GBAaqxjycT9LF1TC3iDpzpUH9gKr85Nizo6,2.4893443359375,9.8
2023-09-13 21:44:09,followup0,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.8
2023-09-13 21:44:09,answer1+,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.8
2023-09-13 21:44:11,answer1+,5D2wzCtQWgmDyhBYESFekn6bDJf5sKiA1TRukVJBxCsvBDPU,1.33855966796875,9.8
2023-09-13 21:44:18,answer1+,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8168267578125,9.8
2023-09-13 21:44:29,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:44:37,followup1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:44:41,followup1+,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,3.555464453125,9.8
2023-09-13 21:44:57,augment,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,15.6482375,9.8
2023-09-13 21:45:07,answer1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.8
2023-09-13 21:45:09,answer0,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.143023046875,9.8
2023-09-13 21:45:17,answer0,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.02667509765625,9.8
2023-09-13 21:45:37,followup1+,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.02667509765625,9.8
2023-09-13 21:45:37,augment,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.1929095703125,9.8
2023-09-13 21:45:39,augment,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.11468857421875,9.8
2023-09-13 21:45:44,augment,5EhvL1FVkQPpMjZX4MAADcW42i3xPSF1KiCpuaxTYVr28sux,15.6482375,9.8
2023-09-13 21:45:46,augment,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6725578125,9.8
2023-09-13 21:45:56,answer1+,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:45:57,answer1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,44.28433125,9.8
2023-09-13 21:46:17,followup1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.8
2023-09-13 21:46:18,followup1+,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.695432421875,9.8
2023-09-13 21:46:20,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:46:20,answer1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.143023046875,9.8
2023-09-13 21:46:24,answer1+,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.815630078125,9.8
2023-09-13 21:46:33,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:46:33,followup1+,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.1929095703125,9.8
2023-09-13 21:46:38,answer1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:46:41,followup1+,5Gpt8XWFTXmKrRF1qaxcBQLvnPLpKi6Pt2XC4vVQR7gqNKtU,1.143023046875,9.8
2023-09-13 21:46:43,answer0,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.8
2023-09-13 21:46:44,answer1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56499296875,9.8
2023-09-13 21:46:46,augment,5DvTpiniW9s3APmHRYn8FroUWyfnLtrsid5Mtn5EwMXHN2ed,9.42918984375,9.8
2023-09-13 21:46:47,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:46:52,answer1+,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12591064453125,9.8
2023-09-13 21:46:53,followup1+,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.17566875,9.8
2023-09-13 21:46:54,answer1+,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,23.257221875,9.8
2023-09-13 21:46:59,followup1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:47:01,answer1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,44.28433125,9.8
2023-09-13 21:47:07,followup1+,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56499296875,9.8
2023-09-13 21:47:11,followup1+,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.1929095703125,9.8
2023-09-13 21:47:17,augment,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.815630078125,9.8
2023-09-13 21:47:21,answer1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:47:21,answer1+,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.8
2023-09-13 21:47:28,followup1+,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8168267578125,9.8
2023-09-13 21:47:31,answer1+,5H9XxRFAW2KHnN94qzCGMyEs6Bi4pTiatW9LcwGmtJp42Vaq,2.1929095703125,9.8
2023-09-13 21:47:56,followup0,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.25543134765625,9.8
2023-09-13 21:47:56,answer1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,44.28433125,9.8
2023-09-13 21:47:58,followup1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:48:00,augment,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.02667509765625,9.8
2023-09-13 21:48:04,followup1+,5FcXnzNo3mrqReTEY4ftkg5iXRBi61iyvM4W1bywZLRqfxAY,1.12591064453125,9.8
2023-09-13 21:48:04,answer1+,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.8
2023-09-13 21:48:05,followup1+,5EpxBYq4aVgTQ1rYeBo2mzYt3hgpRTqxZTSsJEkCstBP5Jse,1.11468857421875,9.8
2023-09-13 21:48:05,followup0,5H6BgKkAr2Anmm9Xw5BVDE4VaQmFEVMkJUHeT7Gki4J7yF4x,2.815630078125,9.8
2023-09-13 21:48:08,followup0,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.8
2023-09-13 21:48:08,answer1+,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6725578125,9.8
2023-09-13 21:48:24,answer0,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.8
2023-09-13 21:48:26,followup1+,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.2822037109375,9.8
2023-09-13 21:48:38,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:48:39,answer0,5GjRTFAspc1j5FefP6tyKv9pehAx2EdhC6UuPVyAEzGaerkL,1.02667509765625,9.8
2023-09-13 21:48:44,augment,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:48:53,answer1+,5EsbfxPcQaUrCDurUJ8Q5qDKNENNGziu3qHWUbXrcuY2pbNz,1.25543134765625,9.8
2023-09-13 21:48:53,answer1+,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.8
2023-09-13 21:48:53,followup1+,5FqPJMZDp39KRd9jDhXuFpZWkYD7wG5AXmjoWqK8rDy7ok5B,4.084478125,9.8
2023-09-13 21:48:57,followup0,5ED6jwDECEmNvSp98R2qyEUPHDv9pi14E6n3TS8CicD6YfhL,4.695432421875,9.8
2023-09-13 21:49:00,answer1+,5HK5tp6t2S59DywmHRWPBVJeJ86T61KjurYqeooqj8sREpeN,4.02740234375,9.8
2023-09-13 21:49:08,answer1+,5C88zLBbob1g3p76ierkQAzLTbJCR1HqugaZKyzqU6r2Q12y,12.2328453125,9.8
2023-09-13 21:49:27,followup0,5Dd8gaRNdhm1YP7G1hcB1N842ecAUQmbLjCRLqH5ycaTGrWv,12.56499296875,9.8
2023-09-13 21:49:29,augment,5CaCUPsSSdKWcMJbmdmJdnWVa15fJQuz5HsSGgVdZffpHAUa,1.2822037109375,9.8
2023-09-13 21:49:37,followup1+,5HBvt2r539i34YhdJnmQS9Z83zgztPF9zrdDdJcWYpYm8oN6,1.8751521484375,9.8
2023-09-13 21:49:41,followup1+,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,44.28433125,9.8
2023-09-13 21:49:46,followup0,5Hddm3iBFD2GLT5ik7LZnT3XJUnRnN8PoeCFgGQgawUVKNm8,20.17566875,9.8
2023-09-13 21:49:49,augment,5HeKSHGdsRCwVgyrHchijnZJnq4wiv6GqoDLNah8R5WMfnLB,2.8168267578125,9.3
2023-09-13 21:49:54,answer1+,5Ehv5XMriPZwNBtYHdQV7VrdbN8MBTDTmQhWprZJXxSiMapR,1.28954765625,9.3
2023-09-13 21:50:02,followup0,5ECvRLMj9jkbdM4sLuH5WvjUe87TcAdjRfUj5onN4iKqYYGm,1.6725578125,9.3
2023-09-13 21:50:04,answer0,5CXRfP2ekFhe62r7q3vppRajJmGhTi7vwvb2yr79jveZ282w,1.765640625,9.3
2023-09-13 21:50:11,answer1+,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,23.257221875,9.3
